index,bart_scores,t5_movie_scores,t5_synthetic_scores
484,"{'Descriptiveness': 5.0, 'Coherence': 4.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.12987012987012989, 'ROUGE-2': 0.06578947368421054, 'ROUGE-L': 0.12987012987012989, 'BLEU': 0.011183711491335173}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.1267605633802817, 'ROUGE-2': 0.042857142857142864, 'ROUGE-L': 0.11267605633802817, 'BLEU': 0.009279450122302628}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.1839080459770115, 'ROUGE-2': 0.07058823529411765, 'ROUGE-L': 0.1839080459770115, 'BLEU': 0.01806724727749144}"
485,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.14012738853503187, 'ROUGE-2': 0.038709677419354833, 'ROUGE-L': 0.11464968152866242, 'BLEU': 0.013448765162204132}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.17391304347826086, 'ROUGE-2': 0.044117647058823525, 'ROUGE-L': 0.13043478260869568, 'BLEU': 0.010878872115639232}","{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 5.0, 'ROUGE-1': 0.2105263157894737, 'ROUGE-2': 0.08108108108108107, 'ROUGE-L': 0.1842105263157895, 'BLEU': 0.0170293871631749}"
486,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.24731182795698928, 'ROUGE-2': 0.043478260869565216, 'ROUGE-L': 0.15053763440860216, 'BLEU': 0.01342190059626472}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.2469135802469136, 'ROUGE-2': 0.037500000000000006, 'ROUGE-L': 0.16049382716049382, 'BLEU': 0.013759881444970748}","{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.26277372262773724, 'ROUGE-2': 0.059259259259259255, 'ROUGE-L': 0.20437956204379562, 'BLEU': 0.017384616020053575}"
487,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.8, 'ROUGE-1': 0.21686746987951805, 'ROUGE-2': 0.036585365853658534, 'ROUGE-L': 0.14457831325301204, 'BLEU': 0.009989019264871817}","{'Descriptiveness': 1.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.2302158273381295, 'ROUGE-2': 0.058394160583941604, 'ROUGE-L': 0.18705035971223022, 'BLEU': 0.0132011694915743}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 3.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.2456140350877193, 'ROUGE-2': 0.03571428571428571, 'ROUGE-L': 0.17543859649122806, 'BLEU': 0.014108595221448113}"
488,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.22077922077922077, 'ROUGE-2': 0.10526315789473684, 'ROUGE-L': 0.14285714285714285, 'BLEU': 0.012935311410698461}","{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 5.0, 'ROUGE-1': 0.21739130434782608, 'ROUGE-2': 0.07352941176470588, 'ROUGE-L': 0.15942028985507248, 'BLEU': 0.013123124214325052}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.26666666666666666, 'ROUGE-2': 0.06818181818181818, 'ROUGE-L': 0.17777777777777776, 'BLEU': 0.017562341033059543}"
489,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.21468926553672316, 'ROUGE-2': 0.01142857142857143, 'ROUGE-L': 0.13559322033898305, 'BLEU': 0.00873061033613232}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.1806451612903226, 'ROUGE-2': 0.0261437908496732, 'ROUGE-L': 0.14193548387096774, 'BLEU': 0.01180076161969334}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.297029702970297, 'ROUGE-2': 0.0404040404040404, 'ROUGE-L': 0.1782178217821782, 'BLEU': 0.00980675418434097}"
490,"{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 5.0, 'ROUGE-1': 0.20118343195266275, 'ROUGE-2': 0.04790419161676647, 'ROUGE-L': 0.15384615384615385, 'BLEU': 0.011789643704936452}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.2571428571428572, 'ROUGE-2': 0.04347826086956522, 'ROUGE-L': 0.15714285714285714, 'BLEU': 0.010364261337950783}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.28260869565217395, 'ROUGE-2': 0.02222222222222222, 'ROUGE-L': 0.1956521739130435, 'BLEU': 0.016753530423799692}"
491,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.35233160621761656, 'ROUGE-2': 0.11518324607329844, 'ROUGE-L': 0.22797927461139894, 'BLEU': 0.02740595782813216}","{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.8, 'ROUGE-1': 0.3832335329341317, 'ROUGE-2': 0.06060606060606061, 'ROUGE-L': 0.2275449101796407, 'BLEU': 0.023661722762705933}","{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 5.0, 'ROUGE-1': 0.4, 'ROUGE-2': 0.1020408163265306, 'ROUGE-L': 0.26, 'BLEU': 0.05585069081403824}"
492,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.3045685279187817, 'ROUGE-2': 0.08205128205128205, 'ROUGE-L': 0.1928934010152284, 'BLEU': 0.019213255425314497}","{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.22857142857142856, 'ROUGE-2': 0.046242774566473986, 'ROUGE-L': 0.18285714285714286, 'BLEU': 0.012212443160451319}","{'Descriptiveness': 5.0, 'Coherence': 3.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.3770491803278689, 'ROUGE-2': 0.09999999999999999, 'ROUGE-L': 0.2459016393442623, 'BLEU': 0.021520258076324565}"
493,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.2275449101796407, 'ROUGE-2': 0.024242424242424246, 'ROUGE-L': 0.1437125748502994, 'BLEU': 0.01015149562085741}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.29333333333333333, 'ROUGE-2': 0.013513513513513514, 'ROUGE-L': 0.17333333333333334, 'BLEU': 0.009749177336657484}","{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.2222222222222222, 'ROUGE-2': 0.04838709677419355, 'ROUGE-L': 0.14285714285714288, 'BLEU': 0.014611036141685517}"
494,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.18390804597701152, 'ROUGE-2': 0.046511627906976744, 'ROUGE-L': 0.13793103448275862, 'BLEU': 0.008855483983452263}","{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.23170731707317077, 'ROUGE-2': 0.061728395061728406, 'ROUGE-L': 0.13414634146341461, 'BLEU': 0.011345583311823233}","{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.224, 'ROUGE-2': 0.016260162601626018, 'ROUGE-L': 0.15999999999999998, 'BLEU': 0.007747186295337235}"
495,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.27932960893854747, 'ROUGE-2': 0.06779661016949154, 'ROUGE-L': 0.1564245810055866, 'BLEU': 0.022104167890439532}","{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.2709677419354839, 'ROUGE-2': 0.06535947712418301, 'ROUGE-L': 0.18064516129032257, 'BLEU': 0.02368097163481888}","{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.328125, 'ROUGE-2': 0.07936507936507937, 'ROUGE-L': 0.21874999999999997, 'BLEU': 0.03342538451554049}"
496,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.29743589743589743, 'ROUGE-2': 0.062176165803108814, 'ROUGE-L': 0.20512820512820515, 'BLEU': 0.01272189153188036}","{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.29834254143646405, 'ROUGE-2': 0.0558659217877095, 'ROUGE-L': 0.2209944751381215, 'BLEU': 0.019563387248964465}","{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.2876712328767123, 'ROUGE-2': 0.01388888888888889, 'ROUGE-L': 0.19178082191780824, 'BLEU': 0.007532705007143461}"
497,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.16374269005847952, 'ROUGE-2': 0.03550295857988166, 'ROUGE-L': 0.10526315789473685, 'BLEU': 0.01130724220816347}","{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.19607843137254902, 'ROUGE-2': 0.052980132450331126, 'ROUGE-L': 0.130718954248366, 'BLEU': 0.013744549160859288}","{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.17322834645669294, 'ROUGE-2': 0.0, 'ROUGE-L': 0.09448818897637795, 'BLEU': 0.006503285701844536}"
498,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.17708333333333331, 'ROUGE-2': 0.031578947368421054, 'ROUGE-L': 0.10416666666666667, 'BLEU': 0.015934649536614044}","{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.13953488372093023, 'ROUGE-2': 0.023529411764705882, 'ROUGE-L': 0.09302325581395349, 'BLEU': 0.01520315280498463}","{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.15602836879432624, 'ROUGE-2': 0.0, 'ROUGE-L': 0.11347517730496455, 'BLEU': 0.006455075897743662}"
499,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.20105820105820105, 'ROUGE-2': 0.0320855614973262, 'ROUGE-L': 0.13756613756613753, 'BLEU': 0.009982647008366147}","{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.24096385542168677, 'ROUGE-2': 0.024390243902439025, 'ROUGE-L': 0.13253012048192772, 'BLEU': 0.01168009375552255}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.2280701754385965, 'ROUGE-2': 0.0, 'ROUGE-L': 0.15789473684210528, 'BLEU': 0.00812402299261326}"
500,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.34686346863468637, 'ROUGE-2': 0.05204460966542751, 'ROUGE-L': 0.22878228782287824, 'BLEU': 0.016800857588642255}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.37795275590551175, 'ROUGE-2': 0.03968253968253968, 'ROUGE-L': 0.2047244094488189, 'BLEU': 0.01753815737219648}","{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.2272727272727273, 'ROUGE-2': 0.04597701149425287, 'ROUGE-L': 0.13636363636363635, 'BLEU': 0.00992851406102103}"
501,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.28444444444444444, 'ROUGE-2': 0.06278026905829596, 'ROUGE-L': 0.22222222222222224, 'BLEU': 0.021616014281474846}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.3137254901960784, 'ROUGE-2': 0.009900990099009903, 'ROUGE-L': 0.19607843137254902, 'BLEU': 0.01115426656365148}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.2929936305732484, 'ROUGE-2': 0.0, 'ROUGE-L': 0.2165605095541401, 'BLEU': 0.008549507970297606}"
502,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.18285714285714286, 'ROUGE-2': 0.03468208092485549, 'ROUGE-L': 0.13714285714285715, 'BLEU': 0.01015149562085741}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.174496644295302, 'ROUGE-2': 0.027210884353741496, 'ROUGE-L': 0.12080536912751677, 'BLEU': 0.01138620983318096}","{'Descriptiveness': 4.0, 'Coherence': 4.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.14400000000000002, 'ROUGE-2': 0.03252032520325203, 'ROUGE-L': 0.112, 'BLEU': 0.013263106096702967}"
503,"{'Descriptiveness': 4.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.3316062176165803, 'ROUGE-2': 0.07329842931937174, 'ROUGE-L': 0.18652849740932642, 'BLEU': 0.014937067783321361}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.8, 'ROUGE-1': 0.27499999999999997, 'ROUGE-2': 0.07594936708860758, 'ROUGE-L': 0.21250000000000002, 'BLEU': 0.02358522112990565}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.2857142857142857, 'ROUGE-2': 0.07246376811594203, 'ROUGE-L': 0.19999999999999998, 'BLEU': 0.017123118729608047}"
504,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.17679558011049726, 'ROUGE-2': 0.0223463687150838, 'ROUGE-L': 0.12154696132596685, 'BLEU': 0.013485274754506327}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.1437908496732026, 'ROUGE-2': 0.039735099337748346, 'ROUGE-L': 0.11764705882352941, 'BLEU': 0.017674815281176655}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.22916666666666666, 'ROUGE-2': 0.0425531914893617, 'ROUGE-L': 0.16666666666666666, 'BLEU': 0.017697475178221688}"
505,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.23529411764705882, 'ROUGE-2': 0.043243243243243246, 'ROUGE-L': 0.17112299465240643, 'BLEU': 0.01682486544714662}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.21383647798742136, 'ROUGE-2': 0.025477707006369428, 'ROUGE-L': 0.1509433962264151, 'BLEU': 0.012039451077109924}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.208955223880597, 'ROUGE-2': 0.060606060606060615, 'ROUGE-L': 0.16417910447761194, 'BLEU': 0.023634219672735504}"
506,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.23668639053254437, 'ROUGE-2': 0.0718562874251497, 'ROUGE-L': 0.15384615384615385, 'BLEU': 0.012017680094778197}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.18300653594771243, 'ROUGE-2': 0.039735099337748346, 'ROUGE-L': 0.14379084967320263, 'BLEU': 0.011345583311823233}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.2526315789473684, 'ROUGE-2': 0.0, 'ROUGE-L': 0.18947368421052632, 'BLEU': 0.009750847127413321}"
507,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.2, 'ROUGE-2': 0.08333333333333334, 'ROUGE-L': 0.15294117647058825, 'BLEU': 0.023103536699127163}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.2702702702702703, 'ROUGE-2': 0.1095890410958904, 'ROUGE-L': 0.16216216216216217, 'BLEU': 0.015828998567686707}","{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 5.0, 'ROUGE-1': 0.3733333333333333, 'ROUGE-2': 0.1095890410958904, 'ROUGE-L': 0.2133333333333333, 'BLEU': 0.02760652803166067}"
508,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.18292682926829265, 'ROUGE-2': 0.04938271604938271, 'ROUGE-L': 0.12195121951219513, 'BLEU': 0.01198782396096983}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.21739130434782608, 'ROUGE-2': 0.04411764705882353, 'ROUGE-L': 0.15942028985507245, 'BLEU': 0.013279236181836573}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.35051546391752575, 'ROUGE-2': 0.10526315789473682, 'ROUGE-L': 0.22680412371134023, 'BLEU': 0.0453026743917344}"
509,"{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.20320855614973266, 'ROUGE-2': 0.032432432432432434, 'ROUGE-L': 0.1711229946524064, 'BLEU': 0.011019839455065709}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.2138364779874214, 'ROUGE-2': 0.02547770700636943, 'ROUGE-L': 0.1761006289308176, 'BLEU': 0.011524605048995228}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.30612244897959184, 'ROUGE-2': 0.041666666666666664, 'ROUGE-L': 0.24489795918367344, 'BLEU': 0.021913842386861542}"
510,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.30136986301369867, 'ROUGE-2': 0.018433179723502308, 'ROUGE-L': 0.1643835616438356, 'BLEU': 0.011778758985293783}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.2901554404145078, 'ROUGE-2': 0.020942408376963352, 'ROUGE-L': 0.1761658031088083, 'BLEU': 0.013041626499924156}","{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 5.0, 'ROUGE-1': 0.30864197530864196, 'ROUGE-2': 0.012499999999999999, 'ROUGE-L': 0.19753086419753085, 'BLEU': 0.014505657888250935}"
511,"{'Descriptiveness': 5.0, 'Coherence': 4.0, 'Completeness': 5.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.27488151658767773, 'ROUGE-2': 0.03827751196172249, 'ROUGE-L': 0.1895734597156398, 'BLEU': 0.014281068865929043}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.3092783505154639, 'ROUGE-2': 0.041666666666666664, 'ROUGE-L': 0.2061855670103093, 'BLEU': 0.01426604949699882}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.27338129496402874, 'ROUGE-2': 0.014598540145985403, 'ROUGE-L': 0.2014388489208633, 'BLEU': 0.013798668420449014}"
512,"{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 5.0, 'ROUGE-1': 0.1724137931034483, 'ROUGE-2': 0.046511627906976744, 'ROUGE-L': 0.14942528735632185, 'BLEU': 0.01450977546038049}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.8, 'ROUGE-1': 0.18840579710144928, 'ROUGE-2': 0.029411764705882353, 'ROUGE-L': 0.13043478260869565, 'BLEU': 0.005561941675285251}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.28260869565217395, 'ROUGE-2': 0.08888888888888888, 'ROUGE-L': 0.21739130434782608, 'BLEU': 0.029629348735264474}"
